id,latitude,longitude,price,city_name,locality,per_square_feet_rate,floor_count,floor_number,property_type,under_construction,date_added,available_from,apartment_type,age_of_property,age_of_property_date,main_entrance_facing,status,built_up_area,bedroom_count,bathroom_count,has_swimming_pool,has_gym,number_of_lifts,parking_count,has_gas_pipeline,water_supply_type,has_servant_room,power_backup_type,is_gated_community,security_type,is_society_formed,region_name,neighbourhood_score
656347,18.993783,72.834676,10500000,Mumbai,Parel,21000,12,11,Apartment,0,2015-11-11T04:06:12.684+05:30,2015-11-13,1 BHK,3,2012-11-10,South,ACTIVE,500,1,1,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,South Mumbai,-1
581940,19.235653,72.844411,16000000,Mumbai,Borivali West,13913,12,3,Apartment,0,2015-10-07T01:29:57.876+05:30,2015-12-24,2 BHK,0,2015-10-06,West,ACTIVE,1150,2,3,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
593110,19.15756,72.943336,16500000,Mumbai,Bhandup West,11743,36,1,Apartment,0,2015-10-11T04:01:35.324+05:30,2016-06-01,2.5 BHK,1,2014-10-10,West,ACTIVE,1405,3,2,1,1,2,1,1,Bore and Municipal water,0,Full,1,Advanced,None,Central Bombay,-1
644535,19.242755,72.854152,18000000,Mumbai,Borivali West,16000,10,1,Apartment,0,2015-11-05T19:37:15.771+05:30,2015-11-04,2 BHK,2,2013-11-04,South,ACTIVE,1125,2,2,0,0,2,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
629273,19.141294,72.811756,9000000,Mumbai,Andheri West,19148,5,3,Apartment,0,2015-10-28T05:09:39.517+05:30,2015-10-28,1 BHK,30,1985-10-27,North-West,ACTIVE,470,1,1,0,0,0,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
560808,19.25521,72.864155,11000000,Mumbai,Dahisar East,12941,13,8,Apartment,0,2015-09-26T05:42:03.819+05:30,2016-03-01,2 BHK,0,2015-09-25,East,ACTIVE,850,2,2,0,0,2,2,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
632332,19.134,72.829433,11000000,Mumbai,Andheri West,20754,5,0,Apartment,0,2015-10-29T15:34:44.156+05:30,2015-10-29,1 BHK,30,1985-10-29,South,ACTIVE,530,1,1,0,0,0,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
615332,19.131981,72.825951,25000000,Mumbai,Andheri West,19230,17,1,Apartment,0,2015-10-21T05:14:21.281+05:30,2016-03-10,2 BHK,0,2015-10-20,West,ACTIVE,1300,2,2,0,1,2,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
647413,19.054256,72.904835,22000000,Mumbai,Chembur,19130,13,5,Apartment,0,2015-11-05T19:24:55.817+05:30,2015-11-05,2 BHK,1,2014-11-05,East,ACTIVE,1150,2,2,0,1,2,1,1,Municipal Water,0,None,1,Basic,None,Mumbai Harbour,-1
631640,19.00738,72.833894,13000000,Mumbai,Parel,25490,21,9,Apartment,0,2015-10-29T04:40:22.567+05:30,2015-10-28,1 BHK,1,2014-10-28,North-East,ACTIVE,510,1,1,0,0,1,0,0,Municipal Water,0,Partial,1,Advanced,None,South Mumbai,-1
622383,19.119767,72.882045,11500000,Mumbai,Andheri East,17968,12,3,Apartment,0,2015-10-24T22:44:26.153+05:30,2015-10-24,1 BHK,3,2012-10-24,East,ACTIVE,640,1,2,0,0,2,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
528388,19.191234,72.868881,4000000,Mumbai,Malad East,11428,8,6,Apartment,0,2015-09-10T18:31:27.472+05:30,2015-09-30,1 RK,1,2014-09-10,West,ACTIVE,350,1,1,0,0,1,0,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
585519,19.166307,72.838471,13500000,Mumbai,Goregaon West,12272,23,1,Apartment,0,2015-10-08T16:17:17.451+05:30,2015-10-31,2 BHK,0,2015-10-08,North-West,ACTIVE,1100,2,2,0,0,2,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
608914,19.081248,72.890176,15000000,Mumbai,Vidyavihar,11627,14,9,Apartment,0,2015-10-17T22:49:12.083+05:30,2016-03-20,2 BHK,0,2015-10-17,South-East,ACTIVE,1290,2,2,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
42709,19.137967,72.836908,32500000,Mumbai,Andheri West,25793,14,8,Apartment,0,2015-10-19T13:00:04.318+05:30,2014-03-12,3 BHK,10,2004-03-12,East,ACTIVE,1260,3,4,0,0,3,1,0,None,0,None,1,Advanced,None,Western Suburbs,-1
556350,19.248979,72.849128,14000000,Mumbai,Borivali West,13725,19,13,Apartment,0,2015-09-24T04:13:26.088+05:30,2015-11-01,2 BHK,0,2015-09-23,North-East,ACTIVE,1020,2,2,0,0,2,0,0,Bore and Municipal water,0,None,0,Basic,None,Western Suburbs,-1
529341,19.117809,72.935602,10500000,Mumbai,Vikhroli East,10000,11,7,Apartment,0,2015-09-11T13:10:35.453+05:30,2015-09-09,2 BHK,1,2014-09-10,South-West,ACTIVE,1050,2,2,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
527262,19.167989,72.841497,7200000,Mumbai,Goregaon West,11392,23,17,Apartment,0,2015-09-10T14:18:24.325+05:30,2015-10-31,1 BHK,0,2015-09-10,West,ACTIVE,632,1,2,0,0,2,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
625184,19.145811,72.854837,19000000,Mumbai,Goregaon East,15200,23,7,Apartment,0,2015-10-27T00:35:01.184+05:30,2016-03-31,2 BHK,0,2015-10-26,West,ACTIVE,1250,2,2,1,1,3,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
61795,19.211653,72.867909,7300000,Mumbai,Kandivali East,12920,7,6,Apartment,0,2015-09-08T12:11:49.306+05:30,2014-05-22,1 BHK,15,1999-05-23,East,ACTIVE,565,1,2,0,0,1,1,0,None,0,None,1,Basic,None,Western Suburbs,-1
523049,19.253846,72.848606,8500000,Mumbai,Borivali West,12592,8,5,Apartment,0,2015-09-08T18:52:08.075+05:30,2015-09-08,1 BHK,10,2005-09-08,North-West,ACTIVE,675,1,1,0,0,1,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
575599,19.160062,72.839205,13500000,Mumbai,Goregaon West,14594,10,3,Apartment,0,2015-10-03T17:44:50.109+05:30,2015-10-03,2 BHK,5,2010-10-03,North-East,ACTIVE,925,2,2,0,0,2,0,0,Municipal Water,0,Full,1,Basic,None,Western Suburbs,-1
577351,19.167726,72.960423,17000000,Mumbai,Mulund East,14782,10,2,Apartment,0,2015-10-05T12:14:43.389+05:30,2015-10-03,2 BHK,2,2013-10-05,South,ACTIVE,1150,2,2,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
612758,19.139424,72.867507,8600000,Mumbai,Jogeshwari East,16165,8,2,Apartment,0,2015-10-20T01:39:23.427+05:30,2015-10-17,1 BHK,15,2000-10-19,South,ACTIVE,532,1,1,0,0,2,1,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
612786,19.126868,72.861011,16500000,Mumbai,Andheri East,17368,8,1,Apartment,0,2015-10-20T16:17:25.337+05:30,2015-10-16,2 BHK,11,2004-10-19,West,ACTIVE,950,2,2,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
66224,19.213345,72.86942,8000000,Mumbai,Kandivali East,14035,6,6,Apartment,0,2015-09-08T12:11:46.131+05:30,2014-06-14,1 BHK,15,1999-06-14,East,ACTIVE,570,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
524627,19.072301,72.897393,16000000,Mumbai,Vidyavihar,14414,15,8,Apartment,0,2015-09-09T17:25:38.259+05:30,2015-12-31,2 BHK,0,2015-09-09,South-East,ACTIVE,1110,2,2,0,0,2,1,1,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
585222,19.154623,72.948024,9000000,Mumbai,Bhandup East,14173,7,4,Apartment,0,2015-10-08T10:22:52.688+05:30,2015-10-08,1 BHK,11,2004-10-08,West,ACTIVE,635,1,1,0,0,1,1,1,Bore and Municipal water,0,None,1,Basic,None,Central Bombay,-1
596007,19.124231,72.895481,8000000,Mumbai,Powai,14545,23,17,Apartment,0,2015-10-13T01:20:21.223+05:30,2016-01-15,1 BHK,1,2014-10-12,North-East,ACTIVE,550,1,1,1,1,2,1,0,Bore and Municipal water,0,Partial,1,Advanced,None,Central Bombay,-1
526002,19.208436,72.87783,6900000,Mumbai,Kandivali East,12105,8,2,Apartment,0,2015-09-09T20:28:14.155+05:30,2015-09-10,1 BHK,12,2003-09-09,South-West,ACTIVE,570,1,2,1,1,2,0,1,Bore and Municipal water,0,Partial,1,Advanced,None,Western Suburbs,-1
548976,19.250127,72.846988,5600000,Mumbai,Borivali West,13793,7,4,Apartment,0,2015-09-21T16:50:54.758+05:30,2015-09-21,1 RK,6,2009-09-21,North,ACTIVE,406,1,1,0,0,1,0,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
555947,19.243872,72.845647,9600000,Mumbai,Borivali West,14014,9,7,Apartment,0,2015-09-24T01:20:13.668+05:30,2016-01-31,1 BHK,1,2014-09-23,South,ACTIVE,685,1,2,0,0,1,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
77954,19.155764,72.887768,5500000,Mumbai,Goregaon East,6470,7,1,Apartment,0,2015-09-28T16:33:45.050+05:30,2014-07-23,2 BHK,5,2009-07-22,West,ACTIVE,850,2,2,0,0,1,2,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
592126,19.163392,72.953725,14000000,Mumbai,Mulund East,14000,8,1,Apartment,0,2015-10-11T00:57:28.504+05:30,2015-10-10,2 BHK,0,2015-10-10,East,ACTIVE,1000,2,2,0,0,1,0,0,Municipal Water,0,None,0,Basic,None,Central Bombay,-1
468755,19.101327,72.911156,9500000,Mumbai,Ghatkopar West,14615,10,9,Apartment,0,2015-09-25T13:41:40.592+05:30,2015-10-29,1 BHK,10,2005-08-22,East,ACTIVE,650,1,2,0,1,2,1,1,Municipal Water,0,None,1,Advanced,None,Central Bombay,-1
551962,19.163716,72.953534,13000000,Mumbai,Mulund East,13727,7,2,Apartment,0,2015-09-26T16:56:56.225+05:30,2015-12-31,2 BHK,0,2015-09-22,South-West,ACTIVE,947,2,2,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
512397,19.031048,72.88771,8400000,Mumbai,Chembur,14237,8,6,Apartment,0,2015-09-04T15:53:15.808+05:30,2015-11-01,1 BHK,14,2001-09-04,South,ACTIVE,590,1,2,0,0,1,1,0,Municipal Water,0,None,1,Basic,None,Mumbai Harbour,-1
592246,19.221023,72.869734,10000000,Mumbai,Borivali East,13315,7,3,Apartment,0,2015-10-11T01:26:22.070+05:30,2015-10-10,1 BHK,10,2005-10-10,North,ACTIVE,751,1,1,0,0,1,1,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
584778,19.202146,72.82435,3300000,Mumbai,Kandivali West,8250,24,17,Apartment,0,2015-10-08T13:23:45.059+05:30,2015-10-07,1 BHK,2,2013-10-07,South-West,ACTIVE,400,1,1,0,0,2,1,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
83196,19.15246,72.884158,4000000,Mumbai,Goregaon East,6451,12,6,Apartment,0,2015-09-15T14:06:51.412+05:30,2014-08-06,1 BHK,10,2004-08-06,North,ACTIVE,620,1,1,0,0,2,2,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
546226,19.178162,72.815484,5000000,Mumbai,Malad West,9174,8,7,Apartment,0,2015-09-19T19:59:11.774+05:30,2015-09-19,1 BHK,5,2010-09-19,West,ACTIVE,545,1,2,0,0,1,1,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
94743,19.153424,72.885251,3800000,Mumbai,Goregaon East,7102,8,6,Apartment,0,2015-10-09T15:51:39.343+05:30,2014-09-17,1 BHK,5,2009-09-17,North,ACTIVE,535,1,1,0,0,4,2,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
561970,19.210106,72.852416,7000000,Mumbai,Kandivali West,10294,5,4,Apartment,0,2015-09-26T14:24:08.735+05:30,2015-09-26,1 BHK,15,2000-09-26,North,ACTIVE,680,1,1,0,0,0,0,0,Bore and Municipal water,0,None,0,Basic,None,Western Suburbs,-1
561420,19.251966,72.870725,6100000,Mumbai,Dahisar East,10166,8,6,Apartment,0,2015-09-26T02:05:06.035+05:30,2015-09-26,1 BHK,1,2014-09-25,East,ACTIVE,600,1,2,0,0,1,1,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
59853,19.151878,72.889094,3000000,Mumbai,Goregaon East,6666,12,1,Apartment,0,2015-09-28T16:14:51.979+05:30,2014-05-12,1 BHK,4,2010-05-13,North,ACTIVE,450,1,2,0,0,2,0,0,None,0,None,1,Advanced,None,Western Suburbs,-1
28320,19.153173,72.886684,3600000,Mumbai,Goregaon East,6605,20,17,Apartment,0,2015-09-28T16:13:40.903+05:30,2014-01-08,1 BHK,5,2009-01-08,West,ACTIVE,545,1,1,0,0,3,0,0,None,0,None,1,Advanced,None,Western Suburbs,-1
633759,19.14896,72.795173,30000000,Mumbai,Madh,16666,45,20,Apartment,0,2015-10-29T22:53:26.978+05:30,2016-04-01,3 BHK,0,2015-10-29,North-West,ACTIVE,1800,3,3,1,1,4,2,0,Bore and Municipal water,0,Full,1,Advanced,None,Western Suburbs,-1
643501,19.148966,72.796237,29400000,Mumbai,Madh,17500,37,32,Apartment,0,2015-11-03T22:28:50.861+05:30,2016-04-30,3 BHK,0,2015-11-03,South-East,ACTIVE,1680,3,3,1,1,3,0,0,Municipal Water,1,None,1,Advanced,None,Western Suburbs,-1
643525,19.148973,72.795202,41000000,Mumbai,Madh,18468,37,29,Apartment,0,2015-11-04T01:48:38.948+05:30,2016-04-23,4 BHK,0,2015-11-03,North-East,ACTIVE,2220,4,4,1,1,3,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
645807,19.149158,72.795474,24800000,Mumbai,Madh,19840,37,12,Apartment,0,2015-11-05T16:39:03.152+05:30,2016-04-30,2 BHK,0,2015-11-04,South-West,ACTIVE,1250,2,2,1,1,3,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
639284,19.067713,72.898188,18000000,Mumbai,Tilak Nagar,16363,15,10,Apartment,0,2015-10-31T23:21:21.603+05:30,2016-02-14,2 BHK,1,2014-10-31,South,ACTIVE,1100,2,2,0,0,2,1,0,Municipal Water,0,Full,1,Basic,None,Mumbai Harbour,-1
617094,19.080166,72.856229,26000000,Mumbai,Santacruz East,17993,8,2,Apartment,0,2015-10-22T03:29:02.598+05:30,2015-10-21,3 BHK,1,2014-10-21,North-East,ACTIVE,1445,3,3,0,0,1,1,1,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
606578,19.196399,72.832194,25000000,Mumbai,Kandivali West,17217,22,17,Apartment,0,2015-10-28T12:21:17.293+05:30,2015-10-10,3 BHK,1,2014-10-16,East,ACTIVE,1452,3,3,0,0,2,1,1,Bore and Municipal water,0,None,1,None,None,Western Suburbs,-1
641198,19.061022,72.879999,7500000,Mumbai,Kurla,16666,18,4,Apartment,0,2015-11-02T21:51:48.722+05:30,2016-03-31,1 BHK,0,2015-11-02,West,ACTIVE,450,1,1,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
640785,19.061022,72.879999,7500000,Mumbai,Kurla,16666,18,4,Apartment,0,2015-11-02T23:42:14.235+05:30,2016-03-31,1 BHK,0,2015-11-02,North-West,ACTIVE,450,1,1,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
636052,19.234696,72.856347,26000000,Mumbai,Borivali West,16250,15,9,Apartment,0,2015-10-30T22:58:09.805+05:30,2015-10-30,3 BHK,20,1995-10-30,North,ACTIVE,1600,3,3,0,0,3,0,1,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
627506,19.234446,72.854612,20800000,Mumbai,Borivali West,18909,9,5,Apartment,0,2015-10-27T19:53:01.101+05:30,2015-10-27,2 BHK,30,1985-10-27,South,ACTIVE,1100,2,1,0,0,2,0,1,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
620423,19.170799,72.84496,21600000,Mumbai,Goregaon West,13500,22,19,Apartment,0,2015-10-24T02:19:58.978+05:30,2015-12-30,3 BHK,0,2015-10-23,West,ACTIVE,1600,3,3,1,0,3,0,0,Municipal Water,0,None,1,None,None,Western Suburbs,-1
650077,19.148899,72.825967,42500000,Mumbai,Andheri West,30357,8,1,Apartment,0,2015-11-06T22:25:26.608+05:30,2015-11-07,3 BHK,15,2000-11-06,West,ACTIVE,1400,3,2,1,1,1,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
655828,19.131106,72.836109,25000000,Mumbai,Andheri West,18939,6,5,Apartment,0,2015-11-10T20:34:16.668+05:30,2015-11-09,2.5 BHK,30,1985-11-10,West,ACTIVE,1320,3,2,0,0,1,1,1,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
613221,19.033762,72.860826,35000000,Mumbai,Sion,23333,4,3,Apartment,0,2015-10-20T13:06:40.907+05:30,2015-10-19,3 BHK,40,1975-10-20,East,ACTIVE,1500,3,2,0,0,0,1,1,Municipal Water,0,None,0,Basic,None,Central Bombay,-1
628034,19.208436,72.819092,7500000,Mumbai,Kandivali West,8823,22,3,Apartment,0,2015-10-27T21:55:05.421+05:30,2015-10-27,1 BHK,1,2014-10-27,South-West,ACTIVE,850,1,2,0,0,1,1,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
613360,19.074807,72.860026,25000000,Mumbai,Santacruz East,31250,8,3,Apartment,0,2015-10-20T15:12:46.887+05:30,2015-10-20,2 BHK,25,1990-10-20,South-West,ACTIVE,800,2,2,0,0,1,1,1,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
638925,19.202268,72.840411,14000000,Mumbai,Kandivali West,18300,8,5,Apartment,0,2015-11-01T12:03:35.656+05:30,2015-10-31,2 BHK,13,2002-10-31,North-East,ACTIVE,765,2,2,0,0,1,1,1,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
653474,19.19595,72.869727,6500000,Mumbai,Kandivali East,17808,8,5,Apartment,0,2015-11-16T09:52:06.576+05:30,2015-11-08,1 BHK,10,2005-11-08,East,ACTIVE,365,1,1,1,1,1,0,1,Municipal Water,0,None,1,None,None,Western Suburbs,-1
626042,19.210385,72.851504,26500000,Mumbai,Kandivali West,17666,7,4,Apartment,0,2015-10-27T04:35:32.761+05:30,2015-10-26,3 BHK,15,2000-10-26,East,ACTIVE,1500,3,3,0,0,2,1,1,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
590870,19.046356,72.904299,54000000,Mumbai,Chembur,19487,20,6,Apartment,0,2015-11-06T15:16:26.892+05:30,2016-01-01,4 BHK,1,2014-10-09,West,ACTIVE,2771,4,5,1,1,2,1,0,Municipal Water,0,Full,1,Advanced,None,Mumbai Harbour,-1
1281,19.21237,72.82102,12000000,Mumbai,Kandivali West,14285,4,1,Apartment,0,2015-11-06T11:30:55.634+05:30,2015-11-06,2 BHK,12,2001-05-13,North,ACTIVE,840,2,0,0,0,0,1,0,None,0,None,1,Basic,None,Western Suburbs,-1
618831,19.169779,72.84461,27500000,Mumbai,Goregaon West,13750,22,14,Apartment,0,2015-10-22T22:36:59.101+05:30,2015-12-30,4 BHK,0,2015-10-22,East,ACTIVE,2000,4,4,0,0,3,0,0,Municipal Water,0,None,1,None,None,Western Suburbs,-1
618827,19.169782,72.844582,27000000,Mumbai,Goregaon West,13500,22,15,Apartment,0,2015-10-22T22:23:42.787+05:30,2015-12-30,4 BHK,0,2015-10-22,North-East,ACTIVE,2000,4,4,0,0,3,0,0,Municipal Water,0,None,1,None,None,Western Suburbs,-1
640497,19.050918,72.903175,15000000,Mumbai,Chembur,25000,4,0,Apartment,0,2015-11-02T19:17:07.628+05:30,2015-12-24,1 BHK,15,2000-11-02,North-East,ACTIVE,600,1,1,0,0,0,1,1,Municipal Water,0,None,1,Basic,None,Mumbai Harbour,-1
610985,19.106896,72.849468,27500000,Mumbai,Vile Parle East,34375,8,6,Apartment,0,2015-10-19T17:26:05.281+05:30,2016-03-31,2 BHK,0,2015-10-19,South,ACTIVE,800,2,2,0,0,2,1,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
617688,19.250566,72.847725,28100000,Mumbai,Borivali West,22480,22,16,Apartment,0,2015-10-22T04:01:45.328+05:30,2016-03-01,3 BHK,0,2015-10-21,South-East,ACTIVE,1250,3,3,0,0,3,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
661720,19.207205,72.879366,11500000,Mumbai,Kandivali East,10952,11,7,Apartment,0,2015-11-17T00:44:16.708+05:30,2015-11-17,2 BHK,6,2009-11-16,West,ACTIVE,1050,2,2,1,1,2,0,1,Bore and Municipal water,0,Partial,1,Advanced,None,Western Suburbs,-1
617722,19.251347,72.850599,18500000,Mumbai,Borivali West,20555,22,15,Apartment,0,2015-10-22T04:04:03.375+05:30,2016-03-01,2 BHK,0,2015-10-21,South-West,ACTIVE,900,2,2,0,0,3,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
618410,19.185798,72.838742,8000000,Mumbai,Malad West,22857,4,0,Apartment,0,2015-10-28T16:25:46.453+05:30,2015-10-22,1 RK,25,1990-10-22,North,ACTIVE,350,1,1,0,0,0,0,1,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
621718,19.14029,72.808014,45000000,Mumbai,Andheri West,30000,7,2,Apartment,0,2015-10-24T14:55:45.661+05:30,2015-10-25,3 BHK,10,2005-10-24,East,ACTIVE,1500,3,4,0,0,1,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
617663,19.251172,72.849309,18600000,Mumbai,Borivali West,20666,22,16,Apartment,0,2015-10-22T03:55:58.406+05:30,2016-03-01,2 BHK,0,2015-10-21,North,ACTIVE,900,2,2,0,0,2,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
571845,19.255926,72.859817,14000000,Mumbai,Dahisar East,14014,9,9,Apartment,0,2015-10-01T03:06:40.447+05:30,2015-12-31,2.5 BHK,0,2015-09-30,West,ACTIVE,999,3,3,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
610909,19.079242,72.853512,10000000,Mumbai,Santacruz East,22222,7,5,Apartment,0,2015-10-19T20:12:33.495+05:30,2015-10-16,1 RK,2,2013-10-19,North-East,ACTIVE,450,1,1,0,0,1,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
572204,19.180691,72.840901,9000000,Mumbai,Malad West,14400,16,14,Apartment,0,2015-10-01T04:57:12.462+05:30,2015-10-31,1 BHK,1,2014-09-30,North,ACTIVE,625,1,2,0,0,2,0,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
630438,19.15562,72.885317,6000000,Mumbai,Goregaon East,6936,20,7,Apartment,0,2015-11-02T13:32:51.831+05:30,2015-10-28,2 BHK,7,2008-10-28,North,ACTIVE,865,2,2,0,0,4,1,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
606597,19.097781,72.89246,7400000,Mumbai,Sakinaka,14800,7,5,Apartment,0,2015-10-17T03:04:11.398+05:30,2015-10-12,1 BHK,5,2010-10-16,South,ACTIVE,500,1,1,0,0,1,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
605650,19.160281,72.840121,14000000,Mumbai,Goregaon West,13752,15,6,Apartment,0,2015-10-16T18:39:01.017+05:30,2016-03-31,2 BHK,0,2015-10-16,West,ACTIVE,1018,2,2,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
616806,19.06254,72.896027,35000000,Mumbai,Chembur,21212,15,1,Apartment,0,2015-10-22T02:17:09.499+05:30,2015-11-30,3.5 BHK,5,2010-10-21,South,ACTIVE,1650,4,3,0,0,2,1,0,Municipal Water,0,None,1,Basic,None,Mumbai Harbour,-1
630024,19.048043,72.868778,12000000,Mumbai,Sion,22641,7,0,Apartment,0,2015-10-28T19:25:42.524+05:30,2016-01-01,1 BHK,30,1985-10-28,North-East,ACTIVE,530,1,1,0,0,2,1,1,Municipal Water,0,None,1,Advanced,None,Central Bombay,-1
627223,19.031397,72.845867,35000000,Mumbai,Mahim,25000,4,3,Apartment,0,2015-10-27T18:10:32.989+05:30,2015-10-24,2.5 BHK,35,1980-10-27,South-West,ACTIVE,1400,3,2,0,0,0,1,1,Municipal Water,0,None,1,Basic,None,South Mumbai,-1
616786,19.169082,72.854123,19000000,Mumbai,Goregaon East,15833,25,18,Apartment,0,2015-10-22T02:32:02.941+05:30,2016-02-01,2 BHK,0,2015-10-21,West,ACTIVE,1200,2,2,0,0,2,0,0,Bore and Municipal water,0,None,0,Advanced,None,Western Suburbs,-1
549259,19.19658,72.839739,15100000,Mumbai,Malad West,14380,17,11,Apartment,0,2015-09-21T18:05:46.643+05:30,2015-09-30,2 BHK,1,2014-09-21,East,ACTIVE,1050,2,2,0,0,2,1,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
61625,19.202754,72.835234,8000000,Mumbai,Kandivali West,12307,8,3,Apartment,0,2015-10-09T16:32:11.045+05:30,2014-05-20,1 BHK,8,2006-05-22,West,ACTIVE,650,1,2,0,0,2,1,1,None,0,None,1,Basic,None,Western Suburbs,-1
624379,19.075763,72.865194,23000000,Mumbai,Kalina,30666,7,0,Apartment,0,2015-10-26T18:04:02.840+05:30,2015-10-26,2 BHK,25,1990-10-26,North-West,ACTIVE,750,2,2,0,0,1,1,1,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
611187,19.172705,72.870602,30000000,Mumbai,Goregaon East,20134,23,2,Apartment,0,2015-10-19T18:31:15.055+05:30,2015-10-19,3 BHK,8,2007-10-19,South-East,ACTIVE,1490,3,3,0,0,3,1,0,Bore and Municipal water,0,None,0,Advanced,None,Western Suburbs,-1
53352,19.135445,72.838735,30000000,Mumbai,Andheri West,18181,7,5,Apartment,0,2015-10-19T13:07:54.749+05:30,2014-04-15,3 BHK,12,2002-04-17,North,ACTIVE,1650,3,4,1,0,2,1,0,None,0,None,0,Advanced,None,Western Suburbs,-1
636460,19.081329,72.900681,26000000,Mumbai,Ghatkopar East,14565,7,3,Apartment,0,2015-10-31T03:27:38.245+05:30,2015-10-28,3 BHK,1,2014-10-30,North,ACTIVE,1785,3,3,0,0,1,1,0,Municipal Water,0,None,1,Advanced,None,Central Bombay,-1
85168,19.139229,72.835254,25000000,Mumbai,Andheri West,15625,30,11,Apartment,0,2015-10-19T13:09:20.619+05:30,2014-08-10,3 BHK,2,2012-08-12,East,ACTIVE,1600,3,3,1,1,3,1,1,None,0,None,1,Advanced,None,Western Suburbs,-1
645573,19.20739,72.872493,14000000,Mumbai,Kandivali East,18666,7,7,Apartment,0,2015-11-04T22:28:24.161+05:30,2015-11-04,2 BHK,10,2005-11-04,East,ACTIVE,750,2,2,0,0,1,0,1,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
619015,19.012346,72.818077,23000000,Mumbai,Worli,38333,8,2,Apartment,0,2015-10-23T02:20:47.040+05:30,2015-10-22,1 BHK,8,2007-10-23,North-West,ACTIVE,600,1,1,0,0,2,1,0,Municipal Water,0,Partial,1,Basic,None,South Mumbai,-1
