x,y,z,price,city_name,locality,per_square_feet_rate,floor_count,floor_number,apartment_type,age_of_property,main_entrance_facing,built_up_area,bedroom_count,bathroom_count,has_swimming_pool,has_gym,number_of_lifts,parking_count,has_gas_pipeline,has_servant_room,power_backup_type,is_gated_community,security_type
1766.1650454306,5753.5415415606,2089.7516029031,13500000,Mumbai,Bhandup West,16363,8,2,2,7,3,825,2,2,0,0,1,0,1,0,0,1,2
1766.1742722407,5753.5368778602,2089.7566449657,31500000,Mumbai,Bhandup West,18716,42,27,5,3,5,1683,3,4,1,1,3,2,0,0,0,1,2
1765.8945636639,5753.2169877258,2090.8734256682,13200000,Mumbai,Bhandup West,16196,8,4,2,7,3,815,2,2,1,1,1,0,0,0,0,1,1
1766.1972841216,5753.5359564105,2089.7397330418,9500000,Mumbai,Bhandup West,16101,8,1,0,7,4,590,1,1,0,0,2,1,1,0,0,1,2
1765.6826365823,5753.6574036799,2089.8402589555,17500000,Mumbai,Bhandup West,18041,28,16,2,4,3,970,2,2,1,1,3,1,0,0,1,1,2
1765.707222953,5753.7070866385,2089.6826945682,13000000,Mumbai,Bhandup West,16774,21,7,2,5,1,775,2,2,1,1,2,2,1,0,0,1,2
1765.7120966978,5753.6452724344,2089.8487673916,21500000,Mumbai,Bhandup West,17695,28,15,5,5,6,1215,3,3,1,1,3,1,0,0,1,1,2
1765.8562438486,5753.2568060346,2090.7962239007,15000000,Mumbai,Bhandup West,15544,18,10,2,5,7,965,2,2,1,1,2,2,0,0,0,1,2
1766.2054751567,5753.560491707,2089.6652573547,19000000,Mumbai,Bhandup West,15409,42,36,3,5,1,1233,3,2,1,1,2,1,0,0,1,1,2
1766.2943593423,5752.7974375035,2091.6899577157,13500000,Mumbai,Bhandup West,15882,25,7,2,2,3,850,2,2,0,0,2,0,0,0,0,1,2
1766.6519279167,5753.6123664938,2089.1449690527,16600000,Mumbai,Bhandup West,15809,25,14,3,6,3,1050,3,2,1,1,2,0,1,0,1,1,2
1765.8314059476,5753.2456871145,2090.8477968203,10000000,Mumbai,Bhandup West,15384,21,6,0,5,4,650,1,2,1,1,2,2,0,0,0,1,2
1765.890592203,5753.224810619,2090.8552543988,17700000,Mumbai,Bhandup West,19776,25,10,2,1,7,895,2,2,1,1,2,1,0,0,1,1,2
1765.8620244972,5753.2283876051,2090.8695393289,12500000,Mumbai,Bhandup West,14705,14,4,2,10,3,850,2,2,1,1,2,1,0,0,0,1,2
1765.9856350483,5753.3973536343,2090.3001286888,9500000,Mumbai,Bhandup West,14843,16,9,0,5,5,640,1,2,0,0,2,2,0,0,0,1,2
1765.9362314912,5753.1930895819,2090.9039911708,14200000,Mumbai,Bhandup West,16228,21,19,2,1,1,875,2,2,1,1,2,0,0,0,0,1,2
1765.6950172221,5753.3257561342,2090.7426551252,9500000,Mumbai,Bhandup West,15833,9,5,0,5,1,600,1,2,1,1,2,1,0,0,0,1,2
1765.9411321358,5753.1818509943,2090.9307753298,11000000,Mumbai,Bhandup West,16923,21,19,0,2,0,650,1,2,1,1,2,0,0,0,2,1,2
1766.2318296063,5753.6356049279,2089.4361559501,10500000,Mumbai,Bhandup West,16666,7,4,0,5,0,630,1,2,0,0,1,1,0,0,0,1,2
1765.9277557702,5753.2105787446,2090.8630270828,11500000,Mumbai,Bhandup West,17692,22,5,0,2,4,650,1,2,1,1,2,0,1,0,1,1,2
1765.9403203001,5753.1913764413,2090.9052516027,10000000,Mumbai,Bhandup West,15384,21,20,0,1,3,650,1,2,1,1,2,0,0,0,0,1,2
1765.8918230265,5753.2184397045,2090.8717450891,15700001,Mumbai,Bhandup West,8722,8,1,2,7,3,1800,2,2,1,1,1,0,0,0,0,1,2
1765.3797705408,5753.5927888795,2090.2739737937,13200000,Mumbai,Bhandup West,13678,21,17,2,7,2,965,2,2,0,1,2,0,1,0,0,1,2
1766.1944568658,5753.1509255994,2090.801895879,11000000,Mumbai,Bhandup West,11000,8,0,2,10,5,1000,2,2,0,0,1,1,1,0,0,1,2
1765.9312516064,5753.2072916802,2090.8691191841,9800000,Mumbai,Bhandup West,15312,21,20,0,5,7,640,1,2,1,1,2,0,0,0,0,1,2
1765.6859010597,5753.6558677272,2089.8417295497,15000000,Mumbai,Bhandup West,17441,28,3,4,4,0,860,2,2,1,1,3,1,1,0,1,1,2
1765.4894335581,5753.1857171394,2091.3015478639,9000000,Mumbai,Bhandup West,16157,24,20,0,6,6,557,1,1,0,0,2,0,0,0,1,1,2
1765.3237284459,5753.3660973184,2090.9451652334,13600000,Mumbai,Bhandup West,13737,18,13,2,10,0,990,2,2,1,1,1,2,0,0,0,1,2
1765.7275063718,5753.6507303725,2089.8207210492,17000000,Mumbai,Bhandup West,17000,28,21,2,5,1,1000,2,2,1,1,2,1,0,0,0,1,2
1765.8608714387,5753.232864172,2090.8581954148,13500000,Mumbai,Bhandup West,16875,8,5,2,8,5,800,2,2,1,1,1,2,0,0,0,1,2
1765.936546706,5753.1823041381,2090.9334012255,14500000,Mumbai,Bhandup West,16571,21,19,2,2,3,875,2,2,1,1,2,1,0,0,2,1,2
1766.3510346336,5753.5918768258,2089.4557993345,13000000,Mumbai,Bhandup West,15950,16,4,4,7,0,815,2,2,1,1,2,2,1,0,1,1,2
1766.4473794617,5753.7174296473,2089.0285769624,17500000,Mumbai,Bhandup West,17500,25,18,2,5,4,1000,2,2,1,1,2,1,1,0,1,1,2
1765.7991979889,5753.2903848671,2090.7520034137,10000000,Mumbai,Bhandup West,15384,21,3,0,1,4,650,1,2,1,1,2,2,0,0,0,1,2
1765.8910492233,5753.2180664484,2090.8734256682,10000000,Mumbai,Bhandup West,15384,21,19,0,10,2,650,1,2,1,1,2,1,0,0,2,1,2
1765.8818045954,5753.2205222541,2090.87447603,9200000,Mumbai,Bhandup West,15726,8,1,0,7,3,585,1,2,1,1,1,1,0,0,0,1,2
1765.9913084223,5753.4008023014,2090.2858432891,9500000,Mumbai,Bhandup West,15322,15,3,0,5,5,620,1,2,0,0,2,1,0,0,0,1,2
1765.9431932911,5753.1928613397,2090.8987393701,14000000,Mumbai,Bhandup West,16000,21,19,2,5,4,875,2,2,1,1,2,0,0,0,0,1,2
1766.2788679368,5752.8056690171,2091.6803998709,13500000,Mumbai,Bhandup West,15882,25,7,2,2,3,850,2,2,0,0,2,0,0,0,0,1,2
1765.6163546084,5753.6268837722,2089.9802799722,15000000,Mumbai,Bhandup West,17647,8,2,2,5,3,850,2,2,1,1,2,1,1,0,0,1,2
1765.4506540133,5753.6569346531,2090.037527549,8500000,Mumbai,Bhandup West,15044,15,14,0,2,2,565,1,2,0,0,2,0,0,0,0,0,2
1765.4436870248,5753.6324386072,2090.1108461876,8500000,Mumbai,Bhandup West,15124,14,7,0,0,3,562,1,2,0,0,1,0,0,0,0,1,1
1765.9413899084,5753.193071326,2090.8996846943,14700000,Mumbai,Bhandup West,16800,21,19,2,2,0,875,2,2,1,1,2,0,0,0,1,1,2
1765.8987076668,5753.1896813416,2090.9450601977,9500000,Mumbai,Bhandup West,15573,8,3,0,10,4,610,1,1,1,1,1,1,0,0,0,1,2
1766.2782159003,5752.80533457,2091.6818703089,13600000,Mumbai,Bhandup West,16000,25,3,2,2,3,850,2,2,0,0,2,0,0,0,0,1,2
1766.2645675051,5752.8099068922,2091.6808199961,13800000,Mumbai,Bhandup West,17250,25,22,2,2,4,800,2,2,0,0,2,0,0,0,0,1,2
1765.4436870248,5753.6324386072,2090.1108461876,8500000,Mumbai,Bhandup West,15124,14,6,0,0,7,562,1,2,0,0,1,0,0,0,0,1,1
1765.4436870248,5753.6324386072,2090.1108461876,8500000,Mumbai,Bhandup West,15124,14,5,0,0,7,562,1,2,0,0,1,0,0,0,0,1,1
1765.7225469712,5753.6424469203,2089.8477169676,17500000,Mumbai,Bhandup West,17500,28,16,2,6,7,1000,2,2,1,1,2,0,1,0,0,1,2
1765.4436870248,5753.6324386072,2090.1108461876,8500000,Mumbai,Bhandup West,15124,14,6,0,0,3,562,1,2,0,0,1,0,0,0,0,1,1
1765.4379935602,5753.6353684817,2090.1075899223,8500000,Mumbai,Bhandup West,15124,14,5,0,0,3,562,1,1,0,0,1,0,0,0,0,1,1
1765.6013353697,5753.5596799069,2090.1779671336,9600000,Mumbai,Bhandup West,15737,8,6,0,11,4,610,1,1,0,0,1,0,1,0,0,1,1
1778.983155754,5756.8163342963,2069.7646302715,4600000,Mumbai,Bhuleshwar,30666,6,2,1,30,4,150,1,1,0,0,0,0,0,0,0,0,0
1778.7439747051,5756.9175010228,2069.6888072529,9000000,Mumbai,Bhuleshwar,27692,18,1,0,10,0,325,1,1,0,0,1,1,0,0,0,1,1
1778.6360274541,5756.9635561721,2069.6534721419,9000000,Mumbai,Bhuleshwar,16363,24,23,0,1,3,550,1,0,0,0,2,2,0,0,1,1,1
1778.7300185804,5756.9193555874,2069.695642906,8000000,Mumbai,Bhuleshwar,14545,6,2,0,30,3,550,1,1,0,0,0,2,0,0,0,0,0
1778.7518466504,5756.9301539593,2069.6468468007,23000000,Mumbai,Bhuleshwar,23589,24,17,2,12,4,975,2,0,0,0,2,1,0,0,0,1,1
1779.0385778797,5757.0099291681,2069.1784393513,35000000,Mumbai,Bhuleshwar,36842,6,1,2,12,4,950,2,2,0,0,1,2,0,0,0,0,1
1778.7807179374,5756.9893964548,2069.4572347843,8000000,Mumbai,Bhuleshwar,22857,5,3,12,60,3,350,1,1,0,0,0,2,0,0,0,0,0
1778.9341105423,5756.9212068771,2069.5150756055,15000000,Mumbai,Bhuleshwar,23076,6,5,2,10,7,650,2,2,0,0,1,1,0,0,0,1,1
1771.5729674109,5748.5009531467,2099.0252530188,11000000,Mumbai,Borivali East,11764,14,1,2,2,0,935,2,2,0,1,2,0,0,0,0,0,2
1773.0217763218,5748.5817998128,2097.5800512853,12600000,Mumbai,Borivali East,12413,13,1,2,3,2,1015,2,2,0,0,2,0,0,0,0,1,1
1773.0235726239,5748.582280191,2097.5772164081,13000000,Mumbai,Borivali East,12621,17,7,2,0,3,1030,2,2,0,0,2,0,0,0,0,1,1
1773.0235726239,5748.582280191,2097.5772164081,13000000,Mumbai,Borivali East,12621,17,8,2,0,7,1030,2,2,0,0,2,0,0,0,0,0,1
1773.0235726239,5748.582280191,2097.5772164081,13000000,Mumbai,Borivali East,12621,17,9,2,0,7,1030,2,2,0,0,2,0,0,0,0,1,1
1772.1050817387,5748.6768286904,2098.0942063106,27500000,Mumbai,Borivali East,18581,12,11,2,20,4,1480,2,3,1,1,2,0,1,0,0,1,1
1771.9084699668,5748.5825334039,2098.5185800234,15500000,Mumbai,Borivali East,15816,3,2,2,11,7,980,2,2,0,0,0,0,1,0,0,1,1
1772.6467459749,5748.4024832826,2098.3882872755,15000000,Mumbai,Borivali East,17241,14,8,2,3,2,870,2,2,0,0,2,0,1,0,0,1,1
1772.708974173,5748.6270824024,2097.7203246277,9500000,Mumbai,Borivali East,14615,14,13,0,3,5,650,1,2,0,0,2,2,0,0,0,1,2
1772.3141100741,5748.1906039416,2099.2495030344,13000000,Mumbai,Borivali East,13197,7,6,2,16,4,985,2,2,0,0,1,0,1,0,0,1,1
1772.1425433546,5748.707468692,2097.9786093853,9750000,Mumbai,Borivali East,15983,8,7,0,11,5,610,1,2,1,1,2,0,1,0,0,1,2
1773.1852095405,5748.3928036183,2097.9598156249,22500000,Mumbai,Borivali East,13235,15,10,5,3,0,1700,3,3,0,0,2,0,0,0,0,1,1
1772.3178354192,5748.1649167993,2099.3166934823,8000000,Mumbai,Borivali East,12307,7,7,0,10,5,650,1,2,0,0,2,2,1,0,0,1,2
1772.9629204599,5748.4198293953,2098.0736278047,22500000,Mumbai,Borivali East,13235,15,10,5,3,0,1700,3,3,0,0,2,0,0,0,0,1,1
1772.5377743194,5748.3148914789,2098.7202641165,15500000,Mumbai,Borivali East,16145,15,4,2,5,2,960,2,2,0,0,2,0,1,0,0,0,2
1773.1792490823,5748.5729567299,2097.4711706668,9400000,Mumbai,Borivali East,12789,22,4,0,0,5,735,1,2,0,1,2,0,0,0,0,1,2
1772.9640842737,5748.526913286,2097.7792264921,5000000,Mumbai,Borivali East,14285,5,4,1,10,3,350,1,1,0,0,0,2,0,0,0,1,1
1771.9403701914,5748.9747541731,2097.4168875945,10000000,Mumbai,Borivali East,13315,7,3,0,10,4,751,1,1,0,0,1,1,0,0,0,1,1
1772.181562083,5748.6729478735,2098.0402401767,14500000,Mumbai,Borivali East,14514,19,2,2,1,4,999,2,2,0,0,2,1,0,0,2,1,1
1772.3729044942,5748.2907866726,2098.9255154173,35000000,Mumbai,Borivali East,20000,18,13,6,0,4,1750,4,3,0,1,2,0,0,0,0,1,2
1772.3698359797,5749.0167209861,2096.9389371968,9600000,Mumbai,Borivali East,14769,12,12,0,3,4,650,1,2,1,1,2,1,0,0,0,1,1
1772.3832648895,5748.3076411606,2098.8706069967,22000000,Mumbai,Borivali East,14666,18,8,3,0,5,1500,3,2,0,0,2,0,1,0,0,1,2
1772.9039670803,5748.5785193246,2097.6886162324,9500000,Mumbai,Borivali East,14285,7,6,0,5,3,665,1,1,0,0,2,2,0,0,0,1,2
1772.181562083,5748.6729478735,2098.0402401767,14800000,Mumbai,Borivali East,14814,19,6,2,0,3,999,2,2,0,0,2,1,0,0,2,1,1
1773.1739930318,5748.5751526308,2097.4695957251,14375000,Mumbai,Borivali East,12500,18,8,2,0,7,1150,2,2,0,1,3,0,1,0,0,1,2
1773.1787021752,5748.5743896465,2097.4677057949,13600000,Mumbai,Borivali East,12592,22,4,2,0,3,1080,2,2,0,1,2,0,0,0,0,1,2
1772.4043834871,5749.008674469,2096.9317972399,9600000,Mumbai,Borivali East,14769,12,11,0,3,4,650,1,2,1,1,2,1,0,0,0,1,1
1773.1870327301,5748.5679124373,2097.4784153966,9400000,Mumbai,Borivali East,12789,22,4,0,0,5,735,1,2,0,1,2,0,0,0,0,1,2
1773.181022679,5748.5722947246,2097.4714856551,9350000,Mumbai,Borivali East,12721,22,5,0,0,5,735,1,2,0,1,2,0,0,0,0,1,2
1773.1869108181,5748.5678734221,2097.4786253887,9200000,Mumbai,Borivali East,12517,22,3,0,0,5,735,1,2,0,1,2,0,0,0,0,1,2
1772.181562083,5748.6729478735,2098.0402401767,14700000,Mumbai,Borivali East,14714,19,7,2,0,4,999,2,2,0,0,2,1,0,0,2,1,1
1772.3729044942,5748.2907866726,2098.9255154173,27500000,Mumbai,Borivali East,18333,18,12,5,0,5,1500,3,3,0,1,2,0,0,0,0,1,2
1772.3729044942,5748.2907866726,2098.9255154173,20000000,Mumbai,Borivali East,17391,18,12,2,0,1,1150,2,3,0,1,2,0,0,0,0,1,2
1772.3729044942,5748.2907866726,2098.9255154173,34000000,Mumbai,Borivali East,25185,18,12,9,0,4,1350,4,3,0,1,2,0,0,0,0,1,2
1772.7359320533,5748.3635588648,2098.4195744232,14500000,Mumbai,Borivali East,11284,4,2,2,20,4,1285,2,2,0,0,0,2,1,0,0,1,2
1772.5942140708,5748.0468723581,2099.4065602969,16000000,Mumbai,Borivali East,21333,8,6,2,10,5,750,2,1,0,0,1,2,1,0,0,1,2
1773.0042503528,5748.7547607266,2097.1207951033,5500000,Mumbai,Borivali East,14285,5,4,1,27,3,385,1,2,0,0,0,1,1,0,0,1,0
1773.001328444,5748.5489895337,2097.6872513002,24500000,Mumbai,Borivali East,17500,8,2,5,0,0,1400,3,3,0,0,1,0,0,0,0,1,1
1772.6347177418,5748.8295331455,2097.2282079666,23000000,Mumbai,Borivali East,16370,19,8,3,1,4,1405,3,3,0,0,3,0,0,0,2,1,2
1773.1880157782,5748.5721680717,2097.4659208607,30000000,Mumbai,Borivali East,17492,22,8,5,0,0,1715,3,3,0,1,3,1,1,0,0,1,2
1772.8375229366,5748.7617471007,2097.2425926297,6500000,Mumbai,Borivali East,17567,7,0,1,10,5,370,1,1,0,0,2,0,0,0,0,0,1
1772.8157221704,5748.5923626063,2097.7252593727,4900000,Mumbai,Borivali East,14848,5,4,1,8,4,330,1,1,0,0,1,2,0,0,0,1,0
1772.8555398639,5748.5803895361,2097.7244194162,20000000,Mumbai,Borivali East,21052,10,7,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1773.0378551055,5748.6681313374,2097.3298453291,6000000,Mumbai,Borivali East,16000,8,6,1,15,7,375,1,1,0,0,1,0,0,0,0,1,1
1772.8022187057,5748.0558815414,2099.206249045,10000000,Mumbai,Borivali East,15873,7,6,0,5,5,630,1,2,0,0,1,0,0,0,0,0,1
1772.2387876853,5748.4441045513,2098.6188449247,7500000,Mumbai,Borivali East,16666,8,7,1,0,4,450,1,1,0,0,1,0,0,0,0,1,1
1772.7212195743,5748.7590767592,2097.3482197884,28100000,Mumbai,Borivali East,24120,22,19,5,0,5,1165,3,3,0,0,2,1,0,0,2,1,2
1771.8323352816,5749.1429146968,2097.0471911815,16000000,Mumbai,Borivali East,18390,8,3,2,4,5,870,2,2,0,0,2,0,1,0,0,1,1
1773.1022316911,5748.5437669195,2097.6162746753,9500000,Mumbai,Borivali East,15200,5,3,0,16,4,625,1,1,0,0,0,0,1,0,0,1,1
1772.6973095969,5748.619185313,2097.7518229759,10000000,Mumbai,Borivali East,15384,14,14,0,1,5,650,1,2,0,0,2,1,0,0,0,0,2
1772.9582361546,5748.5318204695,2097.7707219572,19500000,Mumbai,Borivali East,18055,10,2,2,0,5,1080,2,2,0,0,2,0,0,0,0,1,1
1772.4835009444,5748.8771924257,2097.2253730316,30000000,Mumbai,Borivali East,19354,16,14,5,2,4,1550,3,3,1,1,2,1,1,0,2,1,1
1772.3226788789,5748.3238680063,2098.8773262009,29400000,Mumbai,Borivali East,21000,12,10,5,0,5,1400,3,3,0,0,2,0,0,0,0,1,1
1772.3540800608,5749.0183613135,2096.9477571395,14600000,Mumbai,Borivali East,18598,12,5,2,0,4,785,2,2,0,0,2,1,0,0,2,1,1
1771.9693000447,5749.1088976758,2097.0247214481,16500000,Mumbai,Borivali East,18131,8,1,2,8,1,910,2,2,1,1,1,1,1,0,0,1,2
1772.9333406933,5748.5743642835,2097.675176895,17500000,Mumbai,Borivali East,19444,8,1,2,5,5,900,2,2,0,0,1,0,0,0,0,0,1
1772.9356480143,5748.5665264237,2097.6947059288,20000000,Mumbai,Borivali East,21052,10,5,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.8555398639,5748.5803895361,2097.7244194162,20000000,Mumbai,Borivali East,21052,10,5,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.3226788789,5748.3238680063,2098.8773262009,34500000,Mumbai,Borivali East,20294,12,8,6,0,4,1700,4,4,0,0,2,0,0,0,0,1,1
1772.2411215129,5748.4345693107,2098.6429924054,11500000,Mumbai,Borivali East,19166,8,6,0,0,4,600,1,2,0,0,1,0,0,0,0,1,1
1771.8516617622,5749.0762134895,2097.2137182939,9000000,Mumbai,Borivali East,15652,8,1,0,10,4,575,1,2,0,0,1,0,1,0,1,1,2
1772.3175881923,5748.3262425763,2098.8751214623,29500000,Mumbai,Borivali East,21851,12,9,5,0,5,1350,3,2,0,0,2,0,0,0,0,1,1
1772.9251660381,5748.568877989,2097.6971208077,19600000,Mumbai,Borivali East,20631,10,4,2,0,5,950,2,2,0,0,1,0,0,0,0,1,1
1772.8546692481,5748.5807729742,2097.7241044325,20000000,Mumbai,Borivali East,21052,10,9,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.9159542244,5748.55539734,2097.7418485052,19700000,Mumbai,Borivali East,18584,10,6,2,0,5,1060,2,2,0,0,1,0,0,0,0,1,1
1772.9251660381,5748.568877989,2097.6971208077,19800000,Mumbai,Borivali East,20952,10,4,2,0,1,945,2,2,0,0,2,0,0,0,0,1,1
1772.9114447991,5748.5585888576,2097.7369137649,19600000,Mumbai,Borivali East,18148,10,5,2,0,5,1080,2,2,0,0,1,0,0,0,0,1,1
1772.2387876853,5748.4441045513,2098.6188449247,12000000,Mumbai,Borivali East,18461,8,5,0,0,2,650,1,2,0,0,1,0,0,0,0,1,1
1773.0258834752,5748.5812226568,2097.5781613672,18500000,Mumbai,Borivali East,21764,9,4,2,0,5,850,2,2,0,0,1,0,0,0,0,1,1
1772.8568044848,5748.5866277782,2097.7062553469,20000000,Mumbai,Borivali East,21052,10,3,2,0,6,950,2,2,0,0,2,0,0,0,0,1,1
1772.9267637728,5748.5680020949,2097.698170755,20000000,Mumbai,Borivali East,21052,10,5,2,0,6,950,2,2,0,0,2,0,0,0,0,1,1
1773.0016110741,5748.5484809161,2097.6884062429,19500000,Mumbai,Borivali East,20526,8,3,2,0,0,950,2,2,0,0,1,0,0,0,0,1,1
1772.8442801391,5748.586275771,2097.7178047574,19800000,Mumbai,Borivali East,20842,10,9,2,0,5,950,2,2,0,0,2,0,0,0,2,1,1
1772.8530423621,5748.5811980759,2097.7243144217,19600000,Mumbai,Borivali East,20310,10,9,2,0,5,965,2,2,0,0,2,0,0,0,0,1,1
1772.8609912593,5748.5798960549,2097.7211645844,20000000,Mumbai,Borivali East,21052,10,3,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.9020252411,5748.5554785989,2097.7533978918,19500000,Mumbai,Borivali East,18055,10,3,2,0,0,1080,2,2,0,0,1,0,0,0,0,1,1
1772.919280949,5748.5693903594,2097.7006906282,19800000,Mumbai,Borivali East,20518,10,7,2,0,1,965,2,2,0,0,2,0,0,0,0,1,1
1772.9021115624,5748.5557584917,2097.7525579367,19600000,Mumbai,Borivali East,18666,10,3,2,0,0,1050,2,2,0,0,1,0,0,0,0,1,1
1773.1601759097,5748.5691858163,2097.4976296653,22000000,Mumbai,Borivali East,22000,22,8,2,0,1,1000,2,2,0,1,3,1,1,0,0,1,2
1772.8451485274,5748.5837474568,2097.723999438,20000000,Mumbai,Borivali East,21052,10,9,0,0,6,950,1,2,0,0,2,0,0,0,0,1,1
1772.2387876853,5748.4441045513,2098.6188449247,12000000,Mumbai,Borivali East,18461,8,5,0,0,2,650,1,2,0,0,1,0,0,0,0,1,1
1772.2411215129,5748.4345693107,2098.6429924054,12000000,Mumbai,Borivali East,19834,8,2,0,0,2,605,1,2,0,0,1,0,0,0,0,1,1
1772.2411215129,5748.4345693107,2098.6429924054,12000000,Mumbai,Borivali East,19834,8,6,0,0,2,605,1,2,0,0,1,0,0,0,0,1,1
1772.2382656197,5748.445262057,2098.6161152073,12000000,Mumbai,Borivali East,18461,8,3,0,0,2,650,1,2,0,0,1,0,0,0,0,1,1
1772.2411215129,5748.4345693107,2098.6429924054,12200000,Mumbai,Borivali East,20000,8,4,0,0,4,610,1,2,0,0,1,0,0,0,0,1,1
1772.2387876853,5748.4441045513,2098.6188449247,7500000,Mumbai,Borivali East,16666,8,7,1,0,2,450,1,1,0,0,1,0,0,0,0,1,1
1772.3226788789,5748.3238680063,2098.8773262009,29500000,Mumbai,Borivali East,20701,12,8,5,0,5,1425,3,3,0,0,2,0,0,0,0,1,1
1772.8606179604,5748.5793981607,2097.7228444977,20000000,Mumbai,Borivali East,21052,10,9,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.9317135087,5748.5676632502,2097.6949159182,20000000,Mumbai,Borivali East,21052,10,7,2,0,0,950,2,2,0,0,2,0,0,0,0,1,1
1772.9269827941,5748.5683559935,2097.697015813,20000000,Mumbai,Borivali East,21052,10,5,2,0,1,950,2,2,0,0,2,0,0,0,0,1,1
1772.9673449616,5748.5528042673,2097.7055203842,20000000,Mumbai,Borivali East,21052,10,3,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.8555398639,5748.5803895361,2097.7244194162,19800000,Mumbai,Borivali East,20952,10,8,2,0,5,945,2,2,0,0,2,0,0,0,0,1,1
1772.9581066673,5748.531400628,2097.7719818886,19500000,Mumbai,Borivali East,18055,10,4,2,0,0,1080,2,2,0,0,2,0,0,0,0,1,1
1772.4992780447,5748.9447570452,2097.0268214244,14700000,Mumbai,Borivali East,15312,13,11,2,1,4,960,2,2,0,0,2,0,0,0,0,0,2
1772.2411215129,5748.4345693107,2098.6429924054,12100000,Mumbai,Borivali East,20000,8,4,0,0,4,605,1,2,0,0,1,0,0,0,0,1,1
1772.2386993102,5748.4452433376,2098.6158002399,12000000,Mumbai,Borivali East,18461,8,3,0,0,1,650,1,2,0,0,1,0,0,0,0,1,1
1772.2411215129,5748.4345693107,2098.6429924054,12200000,Mumbai,Borivali East,20165,8,2,0,0,4,605,1,2,0,0,1,0,0,0,0,1,1
1772.8893862159,5748.5722117631,2097.7182247358,19700000,Mumbai,Borivali East,20957,10,2,2,0,1,940,2,2,0,0,2,0,0,0,0,1,1
1772.8864307384,5748.5875673729,2097.6786417252,19700000,Mumbai,Borivali East,20846,10,9,2,0,1,945,2,2,0,0,2,0,0,0,0,1,1
1772.9270303007,5748.5692225493,2097.694600934,20000000,Mumbai,Borivali East,21052,10,5,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.9292612686,5748.5671935235,2097.6982757497,19700000,Mumbai,Borivali East,20520,10,8,2,0,5,960,2,2,0,0,2,0,0,0,0,1,1
1772.9294166756,5748.5684099357,2097.6948109235,19700000,Mumbai,Borivali East,20736,10,8,2,0,1,950,2,2,0,0,2,0,0,0,0,1,1
1772.8601821576,5748.5808352278,2097.7192746818,20000000,Mumbai,Borivali East,21052,10,9,2,0,6,950,2,2,0,0,2,0,0,0,0,1,1
1772.8875866939,5748.5720770977,2097.7201146385,19600000,Mumbai,Borivali East,20851,10,9,2,0,5,940,2,2,0,0,2,0,0,0,0,1,1
1772.9297877271,5748.5667629632,2097.6990107128,19600000,Mumbai,Borivali East,20416,10,6,2,0,5,960,2,2,0,0,2,0,0,0,0,1,1
1772.8491186369,5748.5823698311,2097.7244194162,19800000,Mumbai,Borivali East,20625,10,4,2,0,5,960,2,2,0,0,2,0,0,0,0,1,1
1772.9272805669,5748.5686089773,2097.6960708604,20000000,Mumbai,Borivali East,21052,10,7,2,0,1,950,2,2,0,0,2,0,0,0,0,1,1
1772.8831489329,5748.5890392486,2097.677381787,19700000,Mumbai,Borivali East,20414,10,4,2,0,1,965,2,2,0,0,2,0,0,0,0,1,1
1773.0235186745,5748.5821052736,2097.5777413854,19200000,Mumbai,Borivali East,20210,15,3,2,0,7,950,2,2,0,0,2,0,0,0,0,1,1
1772.8913248842,5748.5717288085,2097.717909752,19800000,Mumbai,Borivali East,20952,8,2,2,0,5,945,2,2,0,0,2,0,0,0,0,1,1
1772.8855844079,5748.5734225726,2097.7181197412,19800000,Mumbai,Borivali East,20952,10,9,2,0,1,945,2,2,0,0,2,0,0,0,0,1,1
1772.9339488227,5748.5663608363,2097.6965958341,19700000,Mumbai,Borivali East,20628,10,6,2,0,1,955,2,2,0,0,2,0,0,0,0,1,1
1772.8833927549,5748.5891173048,2097.6769618076,19800000,Mumbai,Borivali East,20732,10,6,2,0,1,955,2,2,0,0,2,0,0,0,0,1,1
1772.8583634093,5748.5863385747,2097.7057303735,19600000,Mumbai,Borivali East,20631,10,2,2,0,1,950,2,2,0,0,2,0,0,0,0,1,1
1772.933375983,5748.5669972682,2097.6953358972,20000000,Mumbai,Borivali East,21052,10,3,2,0,6,950,2,2,0,0,2,0,0,0,0,1,1
1772.8894197073,5748.573389158,2097.7149699028,20000000,Mumbai,Borivali East,21052,10,8,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.9267389713,5748.5682779378,2097.6974357919,20000000,Mumbai,Borivali East,21052,10,7,2,0,5,950,2,2,0,0,2,0,0,0,0,1,1
1772.8976824832,5748.5706109872,2097.7155998705,19700000,Mumbai,Borivali East,20414,10,2,2,0,1,965,2,2,0,0,2,0,0,0,0,1,1
1772.8444904784,5748.585176435,2097.7206396115,19700000,Mumbai,Borivali East,20414,18,9,2,0,5,965,2,2,0,0,2,0,0,0,0,1,1
